code_id,brand,market,appliance_type,code,meaning,component,cause_category,severity,source_type,source_name,source_url
274,Bosch,US,washer,E01,A door lock fault is preventing the washer from starting.,door lock,door_lock,stop_failure,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
275,Bosch,US,washer,E02,A drainage or motor fault is preventing drum rotation.,drive motor,motor,stop_failure,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
276,Bosch,US,washer,E03,"The door lock feedback signal failed, so secure closure cannot be confirmed.",door lock sensor,door_lock,degraded,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
277,Bosch,US,washer,E05,A drainage system fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
278,Bosch,US,washer,E11,A water inlet fault is indicated.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
279,Bosch,US,washer,E13,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
280,Bosch,US,washer,E14,A water inlet fault is indicated.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
281,Bosch,US,washer,E16,A water inlet fault is indicated.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
282,Bosch,US,washer,E17,A water inlet fault is indicated.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
283,Bosch,US,washer,E19,A heating fault is indicated.,heating element,heating,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
284,Bosch,US,washer,E20,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
285,Bosch,US,washer,E21,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
286,Bosch,US,washer,E22,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
287,Bosch,US,washer,E24,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
288,Bosch,US,washer,E88,A control communication fault is indicated.,control board,communication,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
289,Bosch,US,washer,F16,A door fault is indicated.,door lock,door_lock,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
290,Bosch,US,washer,F18,A drainage fault is indicated.,drain system,drainage,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
291,Bosch,US,washer,F21,A motor fault is indicated.,drive motor,motor,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
292,Bosch,US,washer,F42,A motor fault is indicated.,drive motor,motor,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
293,Bosch,US,washer,F43,A motor fault is indicated.,drive motor,motor,,aggregator_listing,ApplianceCodeHub — Bosch Washing Machine Error Codes,https://www.appliancecodehub.com/bosch/washing-machine/
394,Candy,UK,washer,E01,The machine is not detecting the door as closed and locked.,door interlock,door_lock,stop_failure,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
395,Candy,UK,washer,E02,The machine is not filling within the expected time.,water inlet valve,water_supply,stop_failure,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
396,Candy,UK,washer,E03,The machine cannot drain within the expected time.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
397,Candy,UK,washer,E04,Too much water was detected in the drum.,pressure switch,water_supply,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
398,Candy,UK,washer,E05,The NTC temperature sensor is faulty.,NTC thermistor,sensor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
399,Candy,UK,washer,E06,An EEPROM or control-board memory fault was detected.,control board,control_board,stop_failure,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
400,Candy,UK,washer,E07,"A door lock or motor fault was detected, varying by model.",door interlock,door_lock,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
401,Candy,UK,washer,E08,The motor speed sensor is not reading drum speed correctly.,tachogenerator,motor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
402,Candy,UK,washer,E09,A triac fault was detected on the control board.,control board triac,control_board,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
403,Candy,UK,washer,E10,A communication error occurred between control modules.,control board,communication,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
404,Candy,UK,washer,E11,A drying-circuit heater fault on washer-dryer models.,drying heater,heating,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
405,Candy,UK,washer,E12,A communication fault occurred between modules.,control board,communication,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
406,Candy,UK,washer,E13,A control board fault was detected.,control board,control_board,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
407,Candy,UK,washer,E14,A control board fault variant was detected.,control board,control_board,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
408,Candy,UK,washer,E15,A drying heater fault on washer-dryer models.,drying heater,heating,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
409,Candy,UK,washer,E16,A heating element or inverter-board fault was detected.,heating element,heating,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
410,Candy,UK,washer,E17,No tacho signal: the speed sensor is not detecting drum rotation.,motor speed sensor,motor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
411,Candy,UK,washer,E18,A control board fault was detected.,control board,control_board,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
412,Candy,UK,washer,E19,A pressure switch or level sensor fault was detected.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
413,Candy,UK,washer,E20,A drain pump fault variant or pressure switch error was detected.,drain pump,drainage,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
414,Candy,UK,washer,E21,Incorrect current was detected in the motor circuit.,drive motor,motor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
415,Candy,UK,washer,E22,A drum sensor or motor fault was detected.,drum sensor,motor,degraded,aggregator_listing,Whitegoods Help — Candy Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/candy-washing-machine-error-codes/
268,Frigidaire,US,dishwasher,CE,A communication or configuration fault between the control panel and main board was detected.,control board,communication,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
259,Frigidaire,US,dishwasher,CL,The door is open or not securely closed.,door latch,door_lock,stop_failure,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
260,Frigidaire,US,dishwasher,HO,Heat delay or heater-on mode is active.,water heating system,informational,informational,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
263,Frigidaire,US,dishwasher,I10,A water inlet fault was detected during fill.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
257,Frigidaire,US,dishwasher,I20,The unit did not drain completely.,drain pump,drainage,stop_failure,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
264,Frigidaire,US,dishwasher,I30,An overflow condition was detected.,float switch,leak,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
258,Frigidaire,US,dishwasher,I40,The filter or sump is clogged.,filter and sump,filter,degraded,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
265,Frigidaire,US,dishwasher,I50,A wash motor fault was detected.,motor assembly,motor,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
266,Frigidaire,US,dishwasher,IC0,A communication fault was detected in the control electronics.,control board,communication,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
267,Frigidaire,US,dishwasher,IF0,A water inlet fault was detected.,water inlet valve,water_supply,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
269,Frigidaire,US,dishwasher,LO,A low water level was signaled.,pressure sensor,water_supply,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
261,Frigidaire,US,dishwasher,LOC,The door lock indicator is active.,door latch,informational,informational,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
262,Frigidaire,US,dishwasher,PF,A power loss occurred.,control board,power,informational,manufacturer_listing,Frigidaire Owner Support — Dishwasher Error Codes and Alarms Guide,https://owner.frigidaire.com/support-articles/article/1829620-dishwasher-error-code-guide
270,Frigidaire,US,dishwasher,RA,A rinse-aid dispenser fault was detected.,rinse dispenser,dispenser,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
271,Frigidaire,US,dishwasher,RE,A temperature probe fault was detected.,temperature sensor,sensor,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
272,Frigidaire,US,dishwasher,TU,A turbidity sensor fault was detected.,turbidity sensor,sensor,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
273,Frigidaire,US,dishwasher,UO,A drain fault was detected.,drain pump,drainage,,aggregator_listing,ApplianceCodeHub — Frigidaire Dishwasher Error Codes,https://www.appliancecodehub.com/frigidaire/dishwasher/
181,Frigidaire,US,washer,E11,The fill time is too long.,water inlet valve,water_supply,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
182,Frigidaire,US,washer,E13,A water leak in the tub or an air leak in the air bell was detected.,tub seal,leak,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
183,Frigidaire,US,washer,E14,A reed switch fault was detected.,reed switch,sensor,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
184,Frigidaire,US,washer,E21,Water is not pumping out fast enough.,drain pump,drainage,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
185,Frigidaire,US,washer,E23,The drain-pump relay on the control board failed.,control board,drainage,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
186,Frigidaire,US,washer,E31,A pressure-sensor communication failure was detected.,pressure sensor,sensor,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
187,Frigidaire,US,washer,E35,The pressure sensor indicates a water overfill.,pressure sensor,water_supply,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
188,Frigidaire,US,washer,E41,The control board reads the door switch as open.,door switch,door_lock,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
189,Frigidaire,US,washer,E42,The door remains locked after the cycle completes.,door lock solenoid,door_lock,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
190,Frigidaire,US,washer,E43,A control board fault was detected.,control board,control_board,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
191,Frigidaire,US,washer,E47,The door PTC circuit opened during spin.,door PTC circuit,door_lock,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
192,Frigidaire,US,washer,E52,A bad signal was received from the tachogenerator.,tachogenerator,sensor,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
193,Frigidaire,US,washer,E55,The motor is overheating.,drive motor,motor,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
194,Frigidaire,US,washer,E57,High current was detected on the inverter.,inverter,motor,stop_failure,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
195,Frigidaire,US,washer,E5D,A communication problem was detected.,control board,communication,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
196,Frigidaire,US,washer,E67,The microprocessor input voltage is incorrect.,control board,power,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
197,Frigidaire,US,washer,E75,A water-temperature sensor circuit failure was detected.,temperature sensor,sensor,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
198,Frigidaire,US,washer,EF1,The drain pump is clogged.,drain pump,drainage,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
199,Frigidaire,US,washer,EF2,Too much detergent was used.,detergent system,suds,degraded,aggregator_listing,ApplianceAid — Frigidaire Front-Load Washer Fault Codes,https://applianceaid.com/frigidaire-frontload-washer-new-fault-codes.php
126,GE,US,dishwasher,999,A possible leak was detected or a control reset is needed.,leak protection system,leak,stop_failure,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
114,GE,US,dishwasher,C1,The drain pump-out exceeded two minutes.,drain pump,drainage,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
115,GE,US,dishwasher,C2,The total pump-out cycle exceeded seven minutes.,drain pump,drainage,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
116,GE,US,dishwasher,C3,The dishwasher will not drain.,drain system,drainage,stop_failure,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
117,GE,US,dishwasher,C4,"The unit refilled twice after a power loss, suggesting a stuck or failed float switch.",float switch,sensor,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
118,GE,US,dishwasher,C5,The pump-out time was too short.,drain system,drainage,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
119,GE,US,dishwasher,C6,The incoming water temperature is too low.,water heater,temperature,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
120,GE,US,dishwasher,C7,The water-temperature sensor circuit is inoperative.,temperature sensor,sensor,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
121,GE,US,dishwasher,C8,The detergent cup is blocked from opening fully.,detergent dispenser,dispenser,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
123,GE,US,dishwasher,F56,The dishwasher failed to drain.,drain system,drainage,stop_failure,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
124,GE,US,dishwasher,H2O,A low incoming-water condition was detected.,water inlet,water_supply,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
122,GE,US,dishwasher,PF,A power failure occurred.,control board,power,informational,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
125,GE,US,dishwasher,PRS,The pressure sensor is sending an invalid signal.,pressure sensor,sensor,degraded,manufacturer_listing,GE Appliances Support — Dishwasher Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16673
218,GE,US,oven_range,F0,A key panel fault was detected; the panel typically needs replacement.,key panel,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
219,GE,US,oven_range,F1,A key panel fault was detected; the panel typically needs replacement.,key panel,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
220,GE,US,oven_range,F2,The oven temperature exceeded the preset threshold.,temperature control,temperature,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
221,GE,US,oven_range,F3,The oven temperature sensor needs replacement.,oven sensor,sensor,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
